drug_1	drug_2
DB00543	DB00860
DB00540	DB00860
DB00373	DB00869
DB00318	DB01114
DB00905	DB00484
DB00783	DB13129
DB00977	DB13129
DB13129	DB00286
DB00860	DB00975
DB01222	DB00540
DB00977	DB01395
DB00977	DB06730
DB00977	DB00304
DB00977	DB00294
DB00338	DB01390
DB00766	DB01607
DB01606	DB00319
DB00766	DB01060
DB00415	DB09324
DB00603	DB00286
DB06401	DB00286
DB00684	DB01234
DB06812	DB01234
DB00783	DB01395
DB01015	DB00440
DB01098	DB00331
DB01329	DB09324
DB00999	DB01197
DB06724	DB00884
DB00999	DB01029
DB00630	DB00169
DB01115	DB00335
DB00381	DB01029
DB00210	DB09096
DB12783	DB01235
DB00222	DB01132
DB00381	DB00796
DB11638	DB13941
DB00627	DB11629
DB00999	DB00796
DB00455	DB00852
DB00722	DB00999
DB09568	DB03756
DB00338	DB01009
DB00338	DB00945
DB01598	DB01597
DB00852	DB06282
DB00381	DB00790
DB00175	DB01039
DB00612	DB00999
DB01190	DB09096
DB00783	DB00717
DB00455	DB00471
DB00927	DB01050
DB08906	DB09082
DB01410	DB00983
DB00641	DB01261
DB00341	DB00852
DB01098	DB13873
DB00381	DB08822
DB00750	DB00281
DB00967	DB00852
DB00275	DB01098
DB00443	DB02703
DB00999	DB00571
DB00999	DB00876
DB00165	DB00366
DB00983	DB14512
DB12243	DB11288
DB00972	DB00588
DB00790	DB00808
DB00684	DB14596
DB00983	DB00986
DB00999	DB00275
DB08995	DB04703
DB01340	DB00999
DB00983	DB00394
DB01115	DB01020
DB00264	DB09083
DB00047	DB09265
DB00584	DB01054
DB00921	DB01183
DB00205	DB01299
DB00764	DB00768
DB00275	DB09230
DB00302	DB01050
DB01021	DB01029
DB00423	DB09212
DB13165	DB00484
DB01252	DB04878
DB01166	DB01381
DB01234	DB00537
DB12472	DB06742
DB00203	DB04884
DB00091	DB12310
DB09198	DB00331
DB06655	DB09564
DB00953	DB00814
DB01005	DB00900
DB09085	DB00281
DB00477	DB00738
DB00514	DB00908
DB06711	DB01620
DB01190	DB00639
DB00295	DB00497
DB00692	DB00871
DB00945	DB00448
DB00921	DB00814
DB00295	DB00704
DB00684	DB00828
DB00544	DB00668
DB00182	DB01018
DB15566	DB00684
DB01275	DB00883
DB01050	DB00956
DB00479	DB00828
DB00709	DB00718
DB00514	DB01156
DB08639	DB04835
DB00297	DB00814
DB00798	DB00512
DB00260	DB08815
DB01606	DB01413
DB08818	DB00244
DB00482	DB00426
DB00210	DB00250
DB00413	DB01367
DB00749	DB00571
DB00257	DB00443
DB11246	DB00822
DB09061	DB00996
DB00596	DB00799
DB00760	DB12107
DB00921	DB12543
DB00755	DB09096
DB00482	DB00275
DB00736	DB00814
DB06819	DB08834
DB00482	DB00381
DB01085	DB01062
DB00983	DB08897
DB00181	DB00659
DB13178	DB00554
DB00977	DB00717
DB00586	DB00929
DB00977	DB06713
DB00457	DB00770
DB11148	DB01221
DB00787	DB00741
DB01131	DB01117
DB13411	DB00120
DB00105	DB00811
DB00981	DB00747
DB00977	DB14583
DB00163	DB00806
DB00977	DB00957
DB00603	DB13956
DB01190	DB00755
DB01221	DB00321
DB00332	DB06694
DB00465	DB00388
DB06281	DB01076
DB00861	DB01393
DB09274	DB12975
DB01109	DB00281
DB09112	DB00974
DB00543	DB00975
DB08822	DB01132
DB01065	DB00490
DB00945	DB00175
DB01252	DB00331
DB00764	DB00935
DB00927	DB00788
DB00455	DB00540
DB00678	DB00166
DB00437	DB07615
DB01132	DB01261
DB00983	DB00588
DB00897	DB00708
DB01085	DB01036
DB01076	DB01029
DB00207	DB01234
DB08860	DB00177
DB00264	DB06156
DB03793	DB09269
DB01115	DB00796
DB14512	DB12100
DB13028	DB12107
DB00177	DB04861
DB09232	DB00177
DB00692	DB06260
DB01106	DB08906
DB00654	DB13931
DB00704	DB00575
DB00704	DB00193
DB00284	DB01083
DB09085	DB00935
DB08906	DB12526
DB00328	DB00367
DB14043	DB00470
DB00809	DB13262
DB00482	DB00193
DB00695	DB00594
DB00612	DB00381
DB01156	DB00656
DB01415	DB00766
DB00515	DB00668
DB00169	DB00481
DB00316	DB15465
DB09205	DB00883
DB00904	DB00545
DB00184	DB09061
DB14596	DB00484
DB01216	DB00350
DB00684	DB14598
DB08864	DB11751
DB01395	DB12235
DB12935	DB00331
DB15653	DB12301
DB00441	DB11872
DB00563	DB00317
DB00295	DB14043
DB12465	DB00571
DB00381	DB01020
DB06742	DB01364
DB06742	DB01407
DB00125	DB06742
DB00151	DB06742
DB12243	DB02701
DB09357	DB06694
DB01054	DB00264
DB04864	DB01043
DB00966	DB01023
DB00796	DB01023
DB00264	DB01023
DB00999	DB09231
DB00699	DB02701
DB00514	DB00852
DB01029	DB00492
DB00999	DB00492
DB04864	DB00843
DB00471	DB00768
DB09083	DB00243
DB11288	DB01235
DB09214	DB01009
DB09324	DB00948
DB09237	DB00175
DB01001	DB06742
DB06016	DB01175
DB11288	DB00798
DB00778	DB06742
DB02097	DB01235
DB00493	DB01606
DB12153	DB04335
DB09019	DB00833
DB09512	DB00836
DB00126	DB00163
DB00584	DB01023
DB00678	DB09237
DB01606	DB13778
DB00741	DB00994
DB11785	DB01400
DB00275	DB00796
DB00584	DB00492
DB00165	DB00650
DB00678	DB00550
DB00550	DB00542
DB01166	DB05229
DB00163	DB09270
DB01076	DB09230
DB01206	DB01362
DB00381	DB00255
DB01109	DB01234
DB09019	DB00567
DB00766	DB13778
DB12046	DB00945
DB00749	DB00806
DB00586	DB00806
DB00608	DB00112
DB00966	DB09026
DB01032	DB04854
DB12319	DB04854
DB14725	DB01606
DB14725	DB09324
DB00398	DB04900
DB01184	DB00213
DB12243	DB00393
DB00627	DB00758
DB00125	DB01050
DB00305	DB11672
DB06594	DB00334
DB01410	DB01274
DB01222	DB01274
DB00722	DB09230
DB00300	DB01188
DB06263	DB04874
DB00563	DB01234
DB04967	DB00642
DB12774	DB04849
DB09237	DB00275
DB09078	DB01248
DB00162	DB09096
DB01114	DB06742
DB08814	DB00758
DB00514	DB01114
DB00878	DB13026
DB00455	DB01091
DB01627	DB00919
DB00203	DB00766
DB06742	DB01060
DB06742	DB00207
DB00966	DB00222
DB15246	DB06750
DB06749	DB06750
DB06725	DB03754
DB12153	DB00640
DB01229	DB13049
DB09324	DB11485
DB14081	DB15579
DB08621	DB09273
DB00966	DB09230
DB01852	DB01179
DB00126	DB00302
DB00721	DB00050
DB00264	DB00796
DB05767	DB04115
DB00141	DB01296
DB01045	DB01017
DB00443	DB00798
DB00796	DB09026
DB13049	DB01248
DB00381	DB00627
DB05229	DB08162
DB00203	DB08162
DB00766	DB00415
DB00531	DB10520
DB01167	DB00582
DB12190	DB01606
DB09324	DB00760
DB01050	DB12770
DB00163	DB00153
DB01410	DB00136
DB14512	DB00136
DB00588	DB00136
DB01222	DB00136
DB01438	DB01059
DB00515	DB06697
DB06235	DB00526
DB00766	DB13470
DB09237	DB01076
DB00330	DB12521
DB12439	DB08947
DB00196	DB08604
DB12190	DB09324
DB00766	DB00413
DB01956	DB00808
DB09256	DB09257
DB00381	DB00492
DB01167	DB00515
DB09237	DB00808
DB01112	DB01606
DB00635	DB05232
DB01606	DB00760
DB00264	DB00381
DB00627	DB01076
DB09237	DB00492
DB09231	DB00177
DB00264	DB09231
DB09083	DB00758
DB09231	DB00542
DB00255	DB00945
DB00165	DB00289
DB05258	DB01234
DB05258	DB00332
DB00218	DB00798
DB08995	DB11288
DB00322	DB01050
DB01001	DB05258
DB01408	DB09273
DB01606	DB01333
DB01331	DB01606
DB01098	DB09026
DB01136	DB09279
DB09324	DB01333
DB00515	DB12025
DB00213	DB00641
DB13601	DB00843
DB01956	DB12243
DB12749	DB12243
DB06742	DB00582
DB12243	DB00770
DB13419	DB00863
DB09231	DB01076
DB01229	DB01058
DB06716	DB00802
DB00047	DB01109
DB00270	DB00598
DB08822	DB00808
DB01229	DB09298
DB09257	DB03209
DB12310	DB01141
DB01224	DB08815
DB00755	DB01013
DB00341	DB00281
DB00230	DB00806
DB01169	DB00317
DB15304	DB00558
DB01076	DB00758
DB00766	DB01112
DB00493	DB00766
DB04573	DB00218
DB01059	DB11288
DB00778	DB11288
DB13518	DB08818
DB01001	DB00328
DB01053	DB11288
DB09237	DB00796
DB04794	DB00620
DB00493	DB09324
DB04216	DB00997
DB00706	DB12278
DB06209	DB01136
DB00487	DB13026
DB15582	DB01263
DB00594	DB13532
DB01083	DB00491
DB00537	DB00591
DB09324	DB01327
DB01606	DB01327
DB01043	DB00169
DB00126	DB01165
DB02709	DB04216
DB12340	DB00398
DB09110	DB00588
DB09110	DB01410
DB01410	DB06151
DB01222	DB06151
DB14512	DB06151
DB09274	DB00207
DB11638	DB00796
DB00143	DB04335
DB01238	DB06228
DB00741	DB13026
DB13122	DB00869
DB00264	DB00945
DB00741	DB01017
DB00612	DB00945
DB11780	DB09086
DB02709	DB12582
DB01212	DB09324
DB00945	DB00853
DB09324	DB01060
DB04854	DB01076
DB00275	DB04854
DB14003	DB11100
DB04900	DB01004
DB00973	DB00331
DB00284	DB01076
DB12017	DB11288
DB00627	DB00331
DB00334	DB01175
DB01436	DB09070
DB15579	DB01169
DB01076	DB04878
DB01061	DB00916
DB00916	DB01165
DB00916	DB09062
DB01329	DB01606
DB00275	DB09231
DB00158	DB01037
DB00446	DB00916
DB00614	DB00595
DB09036	DB06273
DB12340	DB08875
DB00766	DB00916
DB00916	DB00948
DB00966	DB08860
DB13025	DB00213
DB00871	DB01222
DB00381	DB00335
DB00514	DB11359
DB11964	DB00945
DB09298	DB01586
DB01235	DB02375
DB01436	DB09488
DB00684	DB06781
DB00972	DB14512
DB15594	DB00620
DB09274	DB01076
DB00758	DB12545
DB01229	DB00563
DB01054	DB00335
DB00030	DB02701
DB00586	DB06623
DB00126	DB00818
DB00145	DB00331
DB11256	DB00331
DB06190	DB01062
DB00799	DB00724
DB11785	DB00457
DB01064	DB01254
DB01065	DB06742
DB01065	DB01050
DB01065	DB12243
DB01065	DB00927
DB00819	DB00909
DB01065	DB00213
DB01065	DB00448
DB00736	DB01065
DB01065	DB06717
DB00338	DB01065
DB00829	DB01174
DB01065	DB00904
DB01065	DB09290
DB01065	DB00889
DB00544	DB05767
DB00806	DB06480
DB01065	DB09273
DB00482	DB14060
DB01120	DB00641
DB11638	DB11672
DB08860	DB01023
DB11672	DB00619
DB11699	DB01234
DB01115	DB00203
DB00158	DB00973
DB01197	DB00945
DB01212	DB00281
DB12025	DB09274
DB00999	DB01076
DB04104	DB00997
DB01956	DB00273
DB00864	DB00196
DB00614	DB00916
DB00646	DB13724
DB08823	DB01026
DB12379	DB02709
DB01956	DB13751
DB04335	DB04951
DB11176	DB00137
DB00207	DB12834
DB00736	DB01137
DB00244	DB06151
DB01043	DB00571
DB04854	DB11994
DB00843	DB00571
DB02709	DB00997
DB13480	DB00997
DB01072	DB00170
DB00586	DB11582
DB00130	DB04876
DB11560	DB00999
DB15044	DB01073
DB00712	DB00818
DB05258	DB00798
DB01166	DB08816
DB08831	DB11925
DB00938	DB01656
DB01656	DB01409
DB11737	DB00530
DB05245	DB00878
DB12038	DB09274
DB08816	DB12545
DB05039	DB01656
DB13082	DB04599
DB01408	DB01656
DB00270	DB07767
DB00341	DB14512
DB00341	DB01410
DB00341	DB00588
DB08814	DB00945
DB00242	DB05259
DB00749	DB00193
DB00270	DB04216
DB01551	DB00316
DB00341	DB09256
DB12422	DB01248
DB13601	DB11288
DB01166	DB03614
DB00323	DB01235
DB11656	DB00091
DB00530	DB00594
DB01103	DB00619
DB01167	DB00681
DB02709	DB01169
DB00184	DB01235
DB00608	DB04104
DB08908	DB01132
DB00542	DB11450
DB00338	DB01627
DB01956	DB00289
DB00301	DB01060
DB01211	DB00911
DB00966	DB01137
DB00612	DB00808
DB01262	DB00526
DB00770	DB13966
DB00107	DB00353
DB00158	DB00808
DB08059	DB06733
DB01059	DB01645
DB01296	DB11672
DB00338	DB04115
DB00126	DB00822
DB02709	DB01248
DB01229	DB00755
DB08880	DB08908
DB00091	DB01852
DB00930	DB01120
DB01268	DB00988
DB01026	DB01013
DB06685	DB06637
DB05767	DB00316
DB00586	DB01394
DB00169	DB00331
DB00190	DB12163
DB08818	DB14596
DB01698	DB01067
DB01263	DB00582
DB08907	DB06203
DB02656	DB00877
DB00857	DB14512
DB04599	DB09210
DB00843	DB09068
DB00681	DB00512
DB00541	DB00608
DB01110	DB00196
DB01032	DB00567
DB00530	DB12802
DB11824	DB00331
DB00091	DB01234
DB00608	DB00762
DB00820	DB09322
DB00862	DB09322
DB11663	DB00331
DB02656	DB00023
DB04104	DB06151
DB01229	DB01852
DB00441	DB13751
DB00531	DB06177
DB01001	DB00920
DB11699	DB00526
DB13049	DB00642
DB01110	DB00916
DB09086	DB03852
DB00495	DB00781
DB08818	DB00795
DB02709	DB00331
DB00622	DB01083
DB04794	DB00857
DB01956	DB00264
DB02709	DB00758
DB00697	DB00370
DB04115	DB01261
DB00437	DB01138
DB09055	DB01083
DB00305	DB00281
DB02709	DB11672
DB00412	DB01132
DB11544	DB00997
DB06742	DB05039
DB12328	DB00112
DB00912	DB01259
DB13178	DB01645
DB00471	DB00091
DB00903	DB13601
DB01127	DB00620
DB09055	DB00331
DB01268	DB04115
DB00137	DB06543
DB01248	DB07348
DB00887	DB13601
DB01050	DBSALT000858
DB08916	DB11672
DB09324	DB00319
DB01083	DB01296
DB08899	DB11795
DB01005	DB02300
DB06091	DB00331
DB08814	DB08816
DB06742	DB00196
DB00158	DB00544
DB09019	DB01150
DB00695	DB00421
DB04878	DB00222
DB01067	DB04878
DB00300	DB14126
DB01394	DB01234
DB01167	DB05102
DB00959	DB01050
DB05990	DB00973
DB00915	DB00316
DB01190	DB00916
DB00515	DB00201
DB01956	DB01296
DB00514	DB06742
DB11288	DB00997
DB12038	DB09099
DB12038	DB01229
DB00852	DB01412
DB00818	DB00829
DB00327	DB01183
DB11780	DB03205
DB11666	DB00441
DB12038	DB11785
DB09237	DB08822
DB00479	DB04115
DB05245	DB00281
DB00523	DB01132
DB00199	DB06742
DB00391	DB01234
DB08828	DB00608
DB00966	DB00968
DB00864	DB01685
DB04953	DB00996
DB01032	DB00945
DB00137	DB00484
DB00350	DB09232
DB15584	DB06750
DB00722	DB01119
DB13036	DB12052
DB15579	DB11672
DB00959	DB08818
DB08818	DB00945
DB04115	DB01137
DB00398	DB01073
DB00140	DB11672
DB00159	DB13854
DB01114	DB00316
DB13751	DB04115
DB00275	DB09292
DB00796	DB09292
DB09292	DB09279
DB14081	DB11288
DB00126	DB02709
DB00563	DB00997
DB00959	DB00701
DB08933	DB14512
DB07715	DB02709
DB14644	DB00145
DB00277	DB01364
DB01599	DB00227
DB04854	DB12039
DB00503	DB14644
DB00224	DB14644
DB11100	DB00373
DB09083	DB00883
DB00709	DB14126
DB00143	DB06230
DB00616	DB00177
DB00883	DB01023
DB00922	DB00177
DB13044	DB00914
DB00514	DB00996
DB00446	DB00787
DB00994	DB01234
DB00790	DB00700
DB04690	DB00997
DB01229	DB04216
DB00220	DB14644
DB00584	DB00158
DB01167	DB01229
DB00584	DB09292
DB06266	DB00997
DB00584	DB00264
DB00328	DB01296
DB00158	DB00152
DB00878	DB00281
DB00936	DB00857
DB06144	DB00853
DB00848	DB00533
DB00695	DB01234
DB00860	DB00701
DB01229	DB00159
DB00134	DB00736
DB01065	DB06750
DB09053	DB11648
DB14003	DB13751
DB04942	DB00307
DB00398	DB00755
DB01050	DB06756
DB06756	DB00788
DB01222	DB01409
DB09114	DB00526
DB00828	DB00440
DB00398	DB06774
DB01045	DB04743
DB00563	DB00698
DB01060	DB09269
DB00861	DB15289
DB12038	DB01137
DB00118	DB00814
DB11823	DB00215
DB01115	DB01029
DB00140	DB13178
DB08875	DB00188
DB00601	DB01201
DB11780	DB12319
DB12831	DB00698
DB01050	DB00518
DB00916	DB13139
DB00364	DB12480
DB00916	DB00741
DB01274	DB09076
DB12598	DB09274
DB04725	DB00196
DB00328	DB06736
DB00825	DB11288
DB00572	DB01880
DB11638	DB00317
DB00972	DB01410
DB09257	DB01101
DB12582	DB12618
DB00798	DB00281
DB00716	DB00608
DB00541	DB00331
DB11780	DB11785
DB11929	DB08934
DB00848	DB09210
DB00338	DB00642
DB01098	DB01029
DB00530	DB09274
DB14644	DB08930
DB01586	DB14038
DB00179	DB01234
DB11785	DB03467
DB00184	DB00201
DB11780	DB00586
DB06283	DB06655
DB02709	DB04104
DB01153	DB00857
DB13751	DB00316
DB00158	DB00715
DB00755	DB06641
DB09101	DB14644
DB15462	DB00997
DB00338	DB01211
DB06684	DB00641
DB00126	DB00945
DB08818	DB01320
DB00920	DB00277
DB00903	DB13751
DB01114	DB04216
DB00877	DB00399
DB01083	DB02709
DB00364	DB00741
DB01229	DB00661
DB01212	DB00788
DB00515	DB08868
DB00568	DB00422
DB01071	DB01698
DB00290	DB05767
DB00196	DB00601
DB05990	DB00331
DB00635	DB00811
DB00398	DB11836
DB00608	DB09053
DB11890	DB00188
DB01099	DB06186
DB04975	DB00997
DB00126	DB00526
DB00916	DB13026
DB00398	DB11672
DB11125	DB01114
DB01058	DB04557
DB07715	DB01645
DB01012	DB00820
DB14512	DB01091
DB06749	DB04115
DB12700	DB00331
DB00218	DB06742
DB14081	DB00296
DB00316	DB06756
DB04703	DB08921
DB00169	DB03205
DB01083	DB04878
DB00126	DB01023
DB00260	DB00302
DB00515	DB05767
DB04216	DB11672
DB00163	DB00646
DB00141	DB08604
DB00421	DB05794
DB01229	DB01095
DB01115	DB01197
DB05482	DB00997
DB08899	DB06772
DB11672	DB00997
DB00163	DB01043
DB00701	DB00762
DB05426	DB11797
DB00787	DB00762
DB01229	DB00482
DB12233	DB01611
DB01611	DB01097
DB00165	DB11288
DB12248	DB01050
DB14184	DB09086
DB05459	DB05679
DB01601	DB00762
DB05767	DB12349
DB08949	DB00975
DB09083	DB01954
DB08881	DB00571
DB00456	DB00537
DB00759	DB06151
DB00330	DB01082
DB00936	DB00945
DB00493	DB00479
DB00501	DB06810
DB15579	DB00619
DB00863	DB00641
DB06630	DB09237
DB00656	DB06554
DB12749	DB03614
DB04115	DB04703
DB00860	DB00537
DB01209	DB00921
DB08901	DB05408
DB01054	DB13518
DB14081	DB00620
DB00177	DB01023
DB12270	DB00317
DB13751	DB15584
DB15246	DB00997
DB12319	DB00448
DB01598	DB00916
DB00235	DB09083
DB04115	DB12156
DB01174	DB00201
DB06630	DB06712
DB09060	DB00319
DB00479	DB00319
DB12319	DB00437
DB00766	DB00833
DB00091	DB00317
DB08831	DB11960
DB11581	DB00997
DB01045	DB08874
DB00987	DB01162
DB04216	DB02052
DB08912	DB12015
DB00514	DB00381
DB05773	DB11581
DB00412	DB00997
DB00398	DB08889
DB08890	DB06655
DB15645	DB15136
DB15136	DB02375
DB08916	DB12385
DB12025	DB07767
DB09061	DB01175
DB01276	DB08882
DB13751	DB11742
DB00825	DB01744
DB00121	DB00188
DB00564	DB00121
DB11911	DB00997
DB00159	DB03756
DB00760	DB06211
DB12025	DB01039
DB01112	DB00916
DB13281	DB00878
DB00399	DB08910
DB00480	DB00399
DB00317	DB00227
DB09061	DB00476
DB00199	DB01045
DB09357	DB02701
DB05990	DB05408
DB00145	DB01060
DB02224	DB11672
DB12340	DB00997
DB00126	DB00331
DB01259	DB00619
DB00162	DB00930
DB00218	DB06781
DB09061	DB01080
DB09274	DB06697
DB09061	DB00555
DB15150	DB00091
DB04115	DB08895
DB01229	DB00822
DB01061	DB09324
DB08912	DB11730
DB01044	DB00920
DB00723	DB00572
DB02709	DB00119
DB15499	DB11581
DB00201	DB01132
DB00126	DB00130
DB01229	DB02342
DB01233	DB11842
DB00398	DB11759
DB00997	DB02375
DB11672	DB01235
DB01238	DB01166
DB00445	DB14001
DB00584	DB09053
DB00399	DB08911
DB09274	DB01169
DB04115	DB08868
DB12153	DB03756
DB00455	DB15584
DB06750	DB00331
DB09274	DB00992
DB01204	DB00997
DB15645	DB11672
DB12745	DB00640
DB13063	DB01169
DB00126	DB00811
DB01229	DB00751
DB00641	DB00997
DB00443	DB00654
DB01267	DB01104
DB01098	DB00091
DB03424	DB12349
DB00995	DB00398
DB00734	DB01104
DB00537	DB00798
DB08895	DB05219
DB01229	DB06774
DB00291	DB01645
DB11957	DB00843
DB08865	DB12385
DB06743	DB14815
DB15335	DB00544
DB00455	DB09274
DB04115	DB00317
DB01276	DB09372
DB04115	DB09035
DB07715	DB00136
DB14776	DB01586
DB00158	DB01234
DB02224	DB01166
DB00296	DB08439
DB00924	DB00586
DB06724	DB00169
DB11431	DB00681
DB05767	DB01645
DB00678	DB00997
DB01050	DB08947
DB00678	DB01132
DB00678	DB00912
DB05812	DB01095
DB12749	DB00159
DB13281	DB01060
DB06650	DB00073
DB13966	DB00281
DB00678	DB01120
DB00678	DB00284
DB09069	DB06543
DB00254	DB00331
DB00158	DB00997
DB01956	DB06711
DB00158	DB00165
DB13518	DB01296
DB11638	DB01073
DB09061	DB14050
DB00515	DB07348
DB00678	DB00412
DB08865	DB05134
DB00997	DB00762
DB04115	DB00997
DB00515	DB08818
DB01229	DB06742
DB09299	DB11751
DB00541	DB07767
DB00317	DB07767
DB00331	DB00613
DB00974	DB00521
DB00843	DB01202
DB05812	DB11648
DB14680	DB06091
DB01229	DB00134
DB11666	DB14980
DB01234	DB00227
DB00316	DB00244
DB04815	DB00843
DB00848	DB00459
DB04865	DB00997
DB02546	DB00317
DB14680	DB00724
DB09330	DB00997
DB00477	DB00331
DB00745	DB00715
DB00917	DB01101
DB01137	DB01234
DB00302	DB13751
DB11939	DB01029
DB00441	DB15412
DB00850	DB00803
DB00921	DB11288
DB00945	DB01235
DB00515	DB13044
DB01002	DB00936
DB08818	DB12007
DB01268	DB00997
DB00443	DB09322
DB11849	DB12381
DB00158	DB00501
DB08439	DB00708
DB11100	DB00878
DB01065	DB00781
DB11672	DB00853
DB01001	DB01222
DB13689	DB01248
DB00398	DB09274
DB13044	DB01611
DB00398	DB14680
DB00631	DB00563
DB01610	DB02709
DB01197	DB00177
DB08974	DB03419
DB00338	DB00712
DB15652	DB11779
DB00620	DB00083
DB06358	DB01015
DB11740	DB04865
DB00789	DB00331
DB12442	DB00987
DB09061	DB06543
DB00995	DB00482
DB09298	DB00641
DB00126	DB11248
DB01229	DB04115
DB04263	DB00997
DB00280	DB00997
DB01234	DB01017
DB00514	DBSALT000858
DB00152	DB00134
DB13751	DB00825
DB00443	DB03852
DB00126	DB01169
DB00441	DB13014
DB01394	DB09079
DB12148	DB00169
DB09298	DB12695
DB00495	DB00560
DB08895	DB01234
DB00163	DB00973
DB00273	DB02709
DB00361	DB01436
DB00325	DB00398
DB05482	DB00331
DB00445	DB00441
DB01025	DB00798
DB00997	DB04998
DB00530	DB00608
DB04895	DB00945
DB11672	DB09372
DB00411	DB00166
DB08865	DB01030
DB00544	DB00040
DB06240	DB00997
DB00158	DB00364
DB15123	DB00331
DB00482	DB00997
DB05009	DB00151
DB01222	DB06742
DB09061	DB00331
DB05482	DB11288
DB00986	DB00394
DB04854	DB00375
DB09060	DB00948
DB15335	DB04115
DB00544	DB00987
DB11581	DB15053
DB09274	DB12561
DB00196	DB08901
DB11672	DB02701
DB14184	DB00851
DB00502	DB00987
DB00220	DB00331
DB11638	DB01169
DB00544	DB00317
DB00176	DB00762
DB00818	DB00747
DB00476	DB11642
DB00671	DB00512
DB00681	DB00997
DB06774	DB00997
DB02709	DB01026
DB07715	DB00619
DB00572	DB11288
DB14598	DB00244
DB01248	DB00608
DB00544	DB00350
DB01041	DB00681
DB00243	DB04216
DB00143	DB00544
DB00783	DB06439
DB01065	DB06543
DB00998	DB00945
DB00755	DB00641
DB00641	DB09238
DB12186	DB01254
DB00544	DB00563
DB00945	DB01254
DB00678	DB14128
DB15579	DB00828
DB00332	DB09273
DB00853	DB09238
DB11638	DB01112
DB06605	DB00758
DB00760	DB00822
DB00544	DB01611
DB00572	DB08818
DB02224	DB00163
DB00260	DB00370
DB00654	DB00484
DB15579	DB00317
DB14042	DB11732
DB00413	DB00673
DB00181	DB11957
DB01098	DB00627
DB08818	DB01062
DB00921	DB00813
DB06401	DB06730
DB09357	DB03852
DB00115	DB00650
DB00125	DB00883
DB02546	DB00619
DB09512	DB00641
DB00151	DB00877
DB00334	DB11642
DB01229	DB01254
DB01104	DB12177
DB00722	DB00688
DB06235	DB00533
DB00338	DB12402
DB06595	DB00619
DB01104	DB00230
DB05109	DB01101
DB01229	DB05109
DB09357	DB00878
DB00073	DB06287
DB01137	DB00738
DB01873	DB00958
DB00843	DB01076
DB00515	DB04849
DB00476	DB04869
DB11965	DB01073
DB00787	DB00281
DB06594	DB00313
DB01079	DB04876
DB00114	DB00627
DB06594	DB00234
DB01013	DB00136
DB08954	DB00434
DB00277	DB01234
DB00482	DB13053
DB00678	DB05796
DB11869	DB09026
DB00258	DB15580
DB00548	DB00916
DB01177	DB00441
DB05259	DB06151
DB08860	DB00796
DB00395	DB00814
DB00445	DB00136
DB00182	DB00370
DB00932	DB06414
DB05105	DB14512
DB00932	DB06652
DB01590	DB00563
DB00332	DB00281
DB12234	DB01254
DB00904	DB00472
DB00193	DB00996
DB01229	DB05719
DB00682	DB00560
DB13909	DB00935
DB00165	DB04216
DB05416	DB01022
DB06155	DB04876
DB00313	DB00482
DB01079	DB12402
DB00295	DB12664
DB06202	DB00990
DB09078	DB00619
DB09036	DB00188
DB04895	DB01270
DB09324	DB01413
DB00149	DB00796
DB05298	DB00938
DB11642	DB00745
DB01609	DB00681
DB00201	DB04908
DB00950	DB00852
DB00972	DB12322
DB02546	DB01254
DB01278	DB01306
DB14480	DB06151
DB00297	DB01050
DB00877	DB00936
DB00515	DB11665
DB06403	DB09026
DB03929	DB01043
DB00588	DB01409
DB00788	DB00996
DB13518	DB04481
DB04216	DB02375
DB08059	DB00997
DB08883	DB01043
DB11689	DB04849
DB00350	DB06762
DB00465	DB00193
DB01075	DB01050
DB06195	DB00530
DB00620	DB00091
DB00843	DB05171
DB01050	DB00193
DB00920	DB06711
DB00158	DB06756
DB08823	DB00602
DB01225	DB12364
DB00346	DB06751
DB00530	DB12378
DB09061	DB11755
DB06075	DB00997
DB08885	DB00762
DB00885	DB01132
DB01046	DB00788
DB01068	DB00555
DB00605	DB00193
DB13131	DB06151
DB05931	DB06287
DB12793	DB00328
DB00215	DB09286
DB01190	DB00210
DB01077	DB05426
DB04934	DB00150
DB00750	DB00381
DB00009	DB04925
DB15153	DB13087
DB00627	DB00945
DB00892	DB07477
DB00482	DB00285
DB01698	DB11176
DB04936	DB02709
DB05737	DB01076
DB00963	DB00465
DB12153	DB08844
DB00503	DB08869
DB11678	DB00526
DB00087	DB00099
DB00620	DB00860
DB00758	DB09030
DB00531	DB06243
DB00627	DB03756
DB01093	DB00712
DB00233	DB05521
DB01120	DB04876
DB11648	DB08911
DB13500	DB09089
DB12703	DB08911
DB00515	DB06772
DB00019	DB00997
DB09038	DB01132
DB00002	DB00369
DB13122	DB00373
DB01022	DB02701
DB04868	DB01006
DB06589	DB11648
DB00773	DB12047
DB00441	DB06273
DB01255	DB01018
DB14011	DB08868
DB00594	DB00384
DB00966	DB00335
DB00712	DB00927
DB11743	DB05812
DB05423	DB00860
DB01085	DB00209
DB13178	DB06151
DB12242	DB12047
DB11651	DB12047
DB11689	DB12047
DB00333	DB00997
DB00072	DB11890
DB08906	DB09076
DB09220	DB12039
DB00712	DB00281
DB06769	DB12565
DB08881	DB11689
DB00143	DB00316
DB00887	DB00112
DB14043	DB09298
DB00115	DB00230
DB00465	DB00768
DB00514	DB00482
DB00712	DB11582
DB01114	DB01050
DB00169	DB00244
DB00953	DB00904
DB00126	DB06151
DB00712	DB11994
