drug1	drug1_name	drug2	drug2_name	common_disease	common_disease_name
DB00544	5-fluorouracil	DB01101	capecitabine	C1458155	Mammary Neoplasms
DB00544	5-fluorouracil	DB01101	capecitabine	C1527249	colorectal cancer
DB00381	amlodipine	DB00966	telmisartan	C0020538	Hypertensive disease
DB00381	amlodipine	DB00966	telmisartan	C0038454	stroke
DB00722	lisinopril	DB00966	telmisartan	C0020538	Hypertensive disease
DB00722	lisinopril	DB00966	telmisartan	C0018802	congestive heart failure
DB00361	vinorelbine	DB01030	topotecan	C0007131	Non-Small Cell Lung Carcinoma
DB00361	vinorelbine	DB01030	topotecan	C0919267	Ovarian Neoplasm
DB04572	thiotepa	DB01073	fludarabine	C0024305	non-Hodgkin lymphoma (NHL)
DB00458	imipramine	DB00472	fluoxetine	C0011581	Depressive disorder
DB00641	simvastatin	DB01039	fenofibrate	C0020474	Hyperlipidemia, Familial Combined
DB00641	simvastatin	DB01039	fenofibrate	C0473527	Hypoalphalipoproteinemias
DB00641	simvastatin	DB01039	fenofibrate	C0020443	hypercholesterolemia
DB00641	simvastatin	DB01039	fenofibrate	C0020476	Hyperlipoproteinemias
DB00641	simvastatin	DB01039	fenofibrate	C0020473	hyperlipidemia
DB00641	simvastatin	DB01039	fenofibrate	C0020557	hypertriglyceridemia
DB01076	atorvastatin	DB01039	fenofibrate	C0020474	Hyperlipidemia, Familial Combined
DB01076	atorvastatin	DB01039	fenofibrate	C0020443	hypercholesterolemia
DB01076	atorvastatin	DB01039	fenofibrate	C0020476	Hyperlipoproteinemias
DB01076	atorvastatin	DB01039	fenofibrate	C0020473	hyperlipidemia
DB01076	atorvastatin	DB01039	fenofibrate	C0020557	hypertriglyceridemia
DB00635	prednisone	DB00073	Rituximab	C0024305	non-Hodgkin lymphoma (NHL)
DB00635	prednisone	DB00073	Rituximab	C0023434	chronic lymphocytic leukemia (CLL)
DB00635	prednisone	DB00073	Rituximab	C0003873	rheumatoid arthritis
DB00014	goserelin-acetate	DB00675	tamoxifen	C0006142	Malignant Neoplasm Of Breast
DB01217	anastrozole	DB00624	testosterone	C1458155	Mammary Neoplasms
DB00514	dextromethorphan	DB00201	caffeine	C2607914	Allergic Rhinitis (Disorder)
DB00514	dextromethorphan	DB00201	caffeine	C0027424	Nasal congestion (finding)
DB05294	vandetanib	DB01248	docetaxel	C0007131	Non-Small Cell Lung Carcinoma
DB00631	clofarabine	DB00987	cytarabine	C0023449	Acute Lymphocytic Leukemia
DB01030	topotecan	DB00317	gefitinib	C0007131	Non-Small Cell Lung Carcinoma
DB00687	Fludrocortisone	DB00741	hydrocortisone	C0405580	Adrenal Cortical Hypofunction
DB00687	Fludrocortisone	DB00741	hydrocortisone	C0001403	Addison's disease
DB04845	ixabepilone	DB00445	epirubicin	C0678222	Breast Carcinoma
DB04845	ixabepilone	DB00445	epirubicin	C0006142	Malignant Neoplasm Of Breast
DB06203	alogliptin	DB01132	pioglitazone	C0020456	hyperglycemia
DB06203	alogliptin	DB01132	pioglitazone	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB06203	alogliptin	DB01132	pioglitazone	C0011849	diabetes mellitus
DB01307	Insulin Detemir	DB00030	insulin human	C0011854	Diabetes Mellitus, Insulin-Dependent
DB01307	Insulin Detemir	DB00030	insulin human	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB01307	Insulin Detemir	DB00030	insulin human	C0011849	diabetes mellitus
DB00188	bortezomib	DB01234	dexamethasone	C0026764	multiple myeloma
DB00441	gemcitabine	DB00530	erlotinib	C0281361	Adenocarcinoma Pancreas
DB00441	gemcitabine	DB00530	erlotinib	C0007131	Non-Small Cell Lung Carcinoma
DB00722	lisinopril	DB00381	amlodipine	C0020538	Hypertensive disease
DB01151	desipramine	DB00704	naltrexone	C0150055	chronic pain
DB00412	Rosiglitazone	DB00222	glimepiride	C0020456	hyperglycemia
DB00412	Rosiglitazone	DB00222	glimepiride	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00480	lenalidomide	DB00928	azacitidine	C0002871	anemia
DB00531	cyclophosphamide	DB00541	vincristine	C0006413	Burkitt's lymphoma
DB00531	cyclophosphamide	DB00541	vincristine	C0035412	rhabdomyosarcoma
DB00531	cyclophosphamide	DB00541	vincristine	C0023449	Acute Lymphocytic Leukemia
DB00531	cyclophosphamide	DB00541	vincristine	C0024299	Lymphoma
DB00531	cyclophosphamide	DB00541	vincristine	C0027819	neuroblastoma
DB00531	cyclophosphamide	DB00541	vincristine	C0023418	Leukemia
DB00531	cyclophosphamide	DB00541	vincristine	C0019829	Hodgkin's lymphoma
DB00095	efalizumab	DB00563	methotrexate	C0033860	psoriasis
DB00016	Erythropoietin	DB00928	azacitidine	C0002871	anemia
DB00082	Pegvisomant	DB06791	Lanreotide	C0001206	acromegaly
DB00999	hydrochlorothiazide	DB13919	candesartan	C0018802	congestive heart failure
DB00945	aspirin	DB00641	simvastatin	C0027051	Myocardial Infarction
DB09026	aliskiren-hemifumarate	DB00177	valsartan	C0020538	Hypertensive disease
DB00530	erlotinib	DB00642	pemetrexed	C0007131	Non-Small Cell Lung Carcinoma
DB00072	trastuzumab	DB01248	docetaxel	C1458155	Mammary Neoplasms
DB00480	lenalidomide	DB06287	temsirolimus	C0026764	multiple myeloma
DB00480	lenalidomide	DB06287	temsirolimus	C0334634	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse
DB00531	cyclophosphamide	DB00072	trastuzumab	C1458155	Mammary Neoplasms
DB00012	Darbepoetin alfa	DB00893	IRON DEXTRAN	C0002871	anemia
DB00381	amlodipine	DB09026	aliskiren-hemifumarate	C0020538	Hypertensive disease
DB01268	sunitinib	DB00877	sirolimus	C0007134	renal cell carcinoma (RCC)
DB00563	methotrexate	DB11988	ocrelizumab	C0003873	rheumatoid arthritis
DB06825	triptorelin	DB00675	tamoxifen	C0034013	precocious puberty
DB00631	clofarabine	DB00531	cyclophosphamide	C0023449	Acute Lymphocytic Leukemia
DB00008	Peginterferon alfa-2a	DB01265	telbivudine	C0524909	Hepatitis B, Chronic
DB00673	aprepitant	DB00377	palonosetron	C0042963	vomiting
DB00673	aprepitant	DB00377	palonosetron	C0027497	nausea
DB00398	sorafenib	DB00041	aldesleukin	C0007134	renal cell carcinoma (RCC)
DB05294	vandetanib	DB00642	pemetrexed	C0007131	Non-Small Cell Lung Carcinoma
DB01261	sitagliptin	DB00331	metformin	C0020456	hyperglycemia
DB01261	sitagliptin	DB00331	metformin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB01261	sitagliptin	DB00331	metformin	C0011849	diabetes mellitus
DB00445	epirubicin	DB01248	docetaxel	C0678222	Breast Carcinoma
DB00445	epirubicin	DB01248	docetaxel	C1458155	Mammary Neoplasms
DB00688	mycophenolate-mofetil	DB00860	prednisolone	C0033860	psoriasis
DB00020	sargramostim	DB00072	trastuzumab	C1458155	Mammary Neoplasms
DB06701	Dexmethylphenidate	DB01018	guanfacine	C1263846	attention-deficit/hyperactivity disorder (ADHD)
DB00441	gemcitabine	DB01030	topotecan	C1140680	Malignant Neoplasm Of Ovary
DB00441	gemcitabine	DB01030	topotecan	C0007131	Non-Small Cell Lung Carcinoma
DB01041	Thalidomide	DB00399	zoledronic-acid	C0026764	multiple myeloma
DB00203	sildenafil	DB00559	bosentan	C2973725	pulmonary arterial hypertension (PAH)
DB00242	cladribine	DB00068	Interferon beta-1b	C0023443	hairy cell leukemia
DB00242	cladribine	DB00068	Interferon beta-1b	C0026769	multiple sclerosis
DB06285	Teriparatide	DB00399	zoledronic-acid	C0029458	Osteoporosis, Postmenopausal
DB06285	Teriparatide	DB00399	zoledronic-acid	C0029456	osteoporosis
DB01229	paclitaxel	DB00997	doxorubicin	C1140680	Malignant Neoplasm Of Ovary
DB01229	paclitaxel	DB00997	doxorubicin	C0036220	Kaposi sarcoma
DB01229	paclitaxel	DB00997	doxorubicin	C0678222	Breast Carcinoma
DB01229	paclitaxel	DB00997	doxorubicin	C1458155	Mammary Neoplasms
DB01229	paclitaxel	DB00997	doxorubicin	C0919267	Ovarian Neoplasm
DB00584	enalapril	DB00177	valsartan	C0020538	Hypertensive disease
DB00584	enalapril	DB00177	valsartan	C0018802	congestive heart failure
DB00678	losartan	DB00999	hydrochlorothiazide	C0020538	Hypertensive disease
DB00678	losartan	DB00999	hydrochlorothiazide	C0018802	congestive heart failure
DB00381	amlodipine	DB00177	valsartan	C0020538	Hypertensive disease
DB00002	Cetuximab	DB01248	docetaxel	C1168401	head and neck squamous cell carcinoma (HNSCC)
DB00877	sirolimus	DB00398	sorafenib	C0007134	renal cell carcinoma (RCC)
DB06155	Rimonabant	DB00331	metformin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00222	glimepiride	DB00331	metformin	C0020456	hyperglycemia
DB00222	glimepiride	DB00331	metformin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00222	glimepiride	DB00331	metformin	C0011849	diabetes mellitus
DB00515	cisplatin	DB01101	capecitabine	C1458155	Mammary Neoplasms
DB01276	exenatide	DB00030	insulin human	C0011849	diabetes mellitus
DB00471	montelukast	DB01222	budesonide	C0035457	Rhinitis, Allergic, Perennial
DB00471	montelukast	DB01222	budesonide	C2607914	Allergic Rhinitis (Disorder)
DB00471	montelukast	DB01222	budesonide	C0004096	asthma
DB01204	mitoxantrone	DB00020	sargramostim	C1458155	Mammary Neoplasms
DB01276	exenatide	DB01261	sitagliptin	C0020456	hyperglycemia
DB01276	exenatide	DB01261	sitagliptin	C0011849	diabetes mellitus
DB00455	loratadine	DB00043	omalizumab	C0020517	Hypersensitivity
DB00399	zoledronic-acid	DB00282	pamidronate	C0029458	Osteoporosis, Postmenopausal
DB00399	zoledronic-acid	DB00282	pamidronate	C0020437	hypercalcemia
DB00399	zoledronic-acid	DB00282	pamidronate	C0029401	Osteitis Deformans
DB00399	zoledronic-acid	DB00282	pamidronate	C0026764	multiple myeloma
DB00480	lenalidomide	DB00531	cyclophosphamide	C0026764	multiple myeloma
DB06287	temsirolimus	DB00188	bortezomib	C0026764	multiple myeloma
DB06287	temsirolimus	DB00188	bortezomib	C0334634	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse
DB00297	bupivacaine	DB00281	lidocaine	C0033774	Pruritus
DB00997	doxorubicin	DB01181	ifosfamide	C0024305	non-Hodgkin lymphoma (NHL)
DB00997	doxorubicin	DB01181	ifosfamide	C1140680	Malignant Neoplasm Of Ovary
DB00997	doxorubicin	DB01181	ifosfamide	C0023449	Acute Lymphocytic Leukemia
DB00997	doxorubicin	DB01181	ifosfamide	C0149925	Small Cell Carcinoma Of Lung
DB00997	doxorubicin	DB01181	ifosfamide	C0919267	Ovarian Neoplasm
DB00997	doxorubicin	DB01181	ifosfamide	C1458155	Mammary Neoplasms
DB00997	doxorubicin	DB01181	ifosfamide	C0019829	Hodgkin's lymphoma
DB06168	Canakinumab	DB00563	methotrexate	C0003873	rheumatoid arthritis
DB00451	levothyroxine	DB00279	liothyronine	C0018021	goiter
DB00451	levothyroxine	DB00279	liothyronine	C0020676	hypothyroidism
DB00451	levothyroxine	DB00279	liothyronine	C0010308	Congenital Hypothyroidism
DB08880	teriflunomide	DB00068	Interferon beta-1b	C0026769	multiple sclerosis
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0007134	renal cell carcinoma (RCC)
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C1540912	hypereosinophilic syndrome (HES)
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0036920	Sezary Syndrome
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0026764	multiple myeloma
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0026948	Mycosis Fungoides
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0025202	melanoma
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0009404	Colorectal Neoplasms
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0037299	skin ulcer
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0006118	Brain Neoplasms
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0023443	hairy cell leukemia
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0524910	Hepatitis C, Chronic
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0018916	Hemangioma
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0024437	macular degeneration
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0751967	Multiple Sclerosis, Relapsing-Remitting
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0036220	Kaposi sarcoma
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0037286	Skin Neoplasms
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C2239176	hepatocellular carcinoma (HCC)
DB00068	Interferon beta-1b	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0040028	Thrombocythemia, Essential
DB00959	methylprednisolone	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0026948	Mycosis Fungoides
DB00531	cyclophosphamide	DB01248	docetaxel	C0678222	Breast Carcinoma
DB00531	cyclophosphamide	DB01248	docetaxel	C1458155	Mammary Neoplasms
DB00531	cyclophosphamide	DB01248	docetaxel	C0919267	Ovarian Neoplasm
DB00773	etoposide	DB00034	Interferon Alfa-2a	C0026948	Mycosis Fungoides
DB00773	etoposide	DB00034	Interferon Alfa-2a	C0036220	Kaposi sarcoma
DB00773	etoposide	DB00034	Interferon Alfa-2a	C0006118	Brain Neoplasms
DB00287	travoprost	DB00373	timolol	C0017601	glaucoma
DB00287	travoprost	DB00373	timolol	C0028840	ocular hypertension
DB00287	travoprost	DB00373	timolol	C0017612	Glaucoma, Open-Angle
DB00252	phenytoin	DB01320	fosphenytoin	C0038220	status epilepticus
DB00252	phenytoin	DB01320	fosphenytoin	C0036572	seizures
DB00252	phenytoin	DB01320	fosphenytoin	C0014544	epilepsy
DB09074	olaparib	DB01030	topotecan	C1140680	Malignant Neoplasm Of Ovary
DB01229	paclitaxel	DB09074	olaparib	C1140680	Malignant Neoplasm Of Ovary
DB00273	topiramate	DB00191	phentermine	C0028754	obesity
DB00630	alendronate	DB06643	Denosumab	C0029458	Osteoporosis, Postmenopausal
DB00630	alendronate	DB06643	Denosumab	C0029456	osteoporosis
DB00022	Peginterferon alfa-2b	DB00853	temozolomide	C0025202	melanoma
DB00877	sirolimus	DB00041	aldesleukin	C0007134	renal cell carcinoma (RCC)
DB00544	5-fluorouracil	DB00002	Cetuximab	C0007102	Malignant Tumor Of Colon
DB06292	dapagliflozin	DB00331	metformin	C0020456	hyperglycemia
DB06292	dapagliflozin	DB00331	metformin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB06292	dapagliflozin	DB00331	metformin	C0011849	diabetes mellitus
DB08816	ticagrelor	DB00945	aspirin	C0027051	Myocardial Infarction
DB08816	ticagrelor	DB00945	aspirin	C0040053	thrombosis
DB00947	fulvestrant	DB01101	capecitabine	C1458155	Mammary Neoplasms
DB00381	amlodipine	DB00178	ramipril	C0020538	Hypertensive disease
DB00381	amlodipine	DB00178	ramipril	C0038454	stroke
DB00947	fulvestrant	DB01006	letrozole	C0006142	Malignant Neoplasm Of Breast
DB00947	fulvestrant	DB01006	letrozole	C1458155	Mammary Neoplasms
DB01073	fludarabine	DB06193	pixantrone	C0024305	non-Hodgkin lymphoma (NHL)
DB00073	Rituximab	DB00987	cytarabine	C0024305	non-Hodgkin lymphoma (NHL)
DB00073	Rituximab	DB00987	cytarabine	C0023434	chronic lymphocytic leukemia (CLL)
DB00678	losartan	DB00722	lisinopril	C0020538	Hypertensive disease
DB00678	losartan	DB00722	lisinopril	C0018802	congestive heart failure
DB00938	salmeterol	DB01409	tiotropium	C0024117	Chronic Obstructive Airway Disease
DB00938	salmeterol	DB01409	tiotropium	C0004096	asthma
DB00938	salmeterol	DB01409	tiotropium	C0034067	Pulmonary Emphysema
DB00012	Darbepoetin alfa	DB09146	Sucroferric Oxyhydroxide	C0002871	anemia
DB08910	pomalidomide	DB01234	dexamethasone	C0026764	multiple myeloma
DB00105	DB00105	DB01262	decitabine	C0023473	chronic myeloid leukemia (CML)
DB01098	rosuvastatin	DB01039	fenofibrate	C0020443	hypercholesterolemia
DB01098	rosuvastatin	DB01039	fenofibrate	C0020474	Hyperlipidemia, Familial Combined
DB01098	rosuvastatin	DB01039	fenofibrate	C0020473	hyperlipidemia
DB01098	rosuvastatin	DB01039	fenofibrate	C0020557	hypertriglyceridemia
DB00959	methylprednisolone	DB00073	Rituximab	C0024305	non-Hodgkin lymphoma (NHL)
DB00959	methylprednisolone	DB00073	Rituximab	C0003873	rheumatoid arthritis
DB00531	cyclophosphamide	DB00959	methylprednisolone	C0002880	Autoimmune Hemolytic Anemia
DB00531	cyclophosphamide	DB00959	methylprednisolone	C0026769	multiple sclerosis
DB00531	cyclophosphamide	DB00959	methylprednisolone	C0026948	Mycosis Fungoides
DB00531	cyclophosphamide	DB00959	methylprednisolone	C0023449	Acute Lymphocytic Leukemia
DB00531	cyclophosphamide	DB00959	methylprednisolone	C0027726	nephrotic syndrome
DB00531	cyclophosphamide	DB00959	methylprednisolone	C0019829	Hodgkin's lymphoma
DB00530	erlotinib	DB01030	topotecan	C0007131	Non-Small Cell Lung Carcinoma
DB01409	tiotropium	DB05039	indacaterol	C0024117	Chronic Obstructive Airway Disease
DB01409	tiotropium	DB05039	indacaterol	C0008677	Bronchitis, Chronic
DB01409	tiotropium	DB05039	indacaterol	C0034067	Pulmonary Emphysema
DB00513	6-Aminocaproic Acid	DB06692	Aprotinin	C0019080	hemorrhage
DB04572	thiotepa	DB00563	methotrexate	C0024305	non-Hodgkin lymphoma (NHL)
DB00741	hydrocortisone	DB01234	dexamethasone	C0005138	Berylliosis
DB00741	hydrocortisone	DB01234	dexamethasone	C0022568	Keratitis
DB00741	hydrocortisone	DB01234	dexamethasone	C0030807	Pemphigus
DB00741	hydrocortisone	DB01234	dexamethasone	C0011616	contact dermatitis
DB00741	hydrocortisone	DB01234	dexamethasone	C0026948	Mycosis Fungoides
DB00741	hydrocortisone	DB01234	dexamethasone	C0009324	ulcerative colitis
DB00741	hydrocortisone	DB01234	dexamethasone	C0003872	psoriatic arthritis
DB00741	hydrocortisone	DB01234	dexamethasone	C0033860	psoriasis
DB00741	hydrocortisone	DB01234	dexamethasone	C0019829	Hodgkin's lymphoma
DB00741	hydrocortisone	DB01234	dexamethasone	C0010043	Corneal Ulcer
DB00741	hydrocortisone	DB01234	dexamethasone	C0020517	Hypersensitivity
DB00741	hydrocortisone	DB01234	dexamethasone	C0021390	inflammatory bowel disease
DB00741	hydrocortisone	DB01234	dexamethasone	C0002994	angioedema
DB00741	hydrocortisone	DB01234	dexamethasone	C0023052	Laryngeal Edema
DB00741	hydrocortisone	DB01234	dexamethasone	C0036508	seborrheic dermatitis
DB00741	hydrocortisone	DB01234	dexamethasone	C0038013	ankylosing spondylitis
DB00741	hydrocortisone	DB01234	dexamethasone	C0027726	nephrotic syndrome
DB00741	hydrocortisone	DB01234	dexamethasone	C0015397	Disorder of eye
DB00741	hydrocortisone	DB01234	dexamethasone	C0002875	Cooley's anemia
DB00741	hydrocortisone	DB01234	dexamethasone	C0035854	rosacea
DB00741	hydrocortisone	DB01234	dexamethasone	C0003873	rheumatoid arthritis
DB00741	hydrocortisone	DB01234	dexamethasone	C0024305	non-Hodgkin lymphoma (NHL)
DB00741	hydrocortisone	DB01234	dexamethasone	C0024141	Lupus Erythematosus, Systemic
DB00741	hydrocortisone	DB01234	dexamethasone	C0006114	Cerebral Edema
DB00741	hydrocortisone	DB01234	dexamethasone	C1260899	Anemia, Diamond-Blackfan
DB00741	hydrocortisone	DB01234	dexamethasone	C0011606	Exfoliative Dermatitis
DB00741	hydrocortisone	DB01234	dexamethasone	C0405580	Adrenal Cortical Hypofunction
DB00741	hydrocortisone	DB01234	dexamethasone	C0015230	Exanthema
DB00741	hydrocortisone	DB01234	dexamethasone	C0040147	thyroiditis
DB00741	hydrocortisone	DB01234	dexamethasone	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00741	hydrocortisone	DB01234	dexamethasone	C0036202	Sarcoidosis
DB00741	hydrocortisone	DB01234	dexamethasone	C0001403	Addison's disease
DB00741	hydrocortisone	DB01234	dexamethasone	C0042164	Uveitis
DB00741	hydrocortisone	DB01234	dexamethasone	C0036830	Serum Sickness
DB00741	hydrocortisone	DB01234	dexamethasone	C0022073	Iridocyclitis
DB00741	hydrocortisone	DB01234	dexamethasone	C0014742	Erythema Multiforme
DB00741	hydrocortisone	DB01234	dexamethasone	C2607914	Allergic Rhinitis (Disorder)
DB00741	hydrocortisone	DB01234	dexamethasone	C0024138	Lupus Erythematosus, Discoid
DB00741	hydrocortisone	DB01234	dexamethasone	C0002880	Autoimmune Hemolytic Anemia
DB00741	hydrocortisone	DB01234	dexamethasone	C0026769	multiple sclerosis
DB00741	hydrocortisone	DB01234	dexamethasone	C0011615	Dermatitis, Atopic
DB00741	hydrocortisone	DB01234	dexamethasone	C0010346	Crohn's disease
DB00741	hydrocortisone	DB01234	dexamethasone	C0023449	Acute Lymphocytic Leukemia
DB00741	hydrocortisone	DB01234	dexamethasone	C0004096	asthma
DB00741	hydrocortisone	DB01234	dexamethasone	C0003868	Arthritis, Gouty
DB00022	Peginterferon alfa-2b	DB00398	sorafenib	C2239176	hepatocellular carcinoma (HCC)
DB00022	Peginterferon alfa-2b	DB00398	sorafenib	C0007134	renal cell carcinoma (RCC)
DB00334	olanzapine	DB00502	haloperidol	C0036341	schizophrenia
DB00993	azathioprine	DB00635	prednisone	C0024141	Lupus Erythematosus, Systemic
DB00993	azathioprine	DB00635	prednisone	C0026769	multiple sclerosis
DB00993	azathioprine	DB00635	prednisone	C0010346	Crohn's disease
DB00993	azathioprine	DB00635	prednisone	C0009324	ulcerative colitis
DB00993	azathioprine	DB00635	prednisone	C0003873	rheumatoid arthritis
DB00515	cisplatin	DB00188	bortezomib	C0026764	multiple myeloma
DB00441	gemcitabine	DB00997	doxorubicin	C1140680	Malignant Neoplasm Of Ovary
DB01098	rosuvastatin	DB00175	pravastatin	C0020479	Hyperlipoproteinemia Type Iii
DB01098	rosuvastatin	DB00175	pravastatin	C0020474	Hyperlipidemia, Familial Combined
DB01098	rosuvastatin	DB00175	pravastatin	C0020443	hypercholesterolemia
DB01098	rosuvastatin	DB00175	pravastatin	C0020473	hyperlipidemia
DB01098	rosuvastatin	DB00175	pravastatin	C0003850	arteriosclerosis
DB01098	rosuvastatin	DB00175	pravastatin	C0020557	hypertriglyceridemia
DB01098	rosuvastatin	DB00175	pravastatin	C0038454	stroke
DB01098	rosuvastatin	DB01076	atorvastatin	C0020479	Hyperlipoproteinemia Type Iii
